city,timestamp,temperature,season
New York,2010-01-01,8.695944677254904,winter
New York,2010-01-02,-10.271875617391466,winter
New York,2010-01-03,2.396994490083571,winter
New York,2010-01-04,4.76924615730259,winter
New York,2010-01-05,-5.4378907865458626,winter
New York,2010-01-06,0.8932519477005963,winter
New York,2010-01-07,1.0587995241840151,winter
New York,2010-01-08,-3.5523396821769584,winter
New York,2010-01-09,5.905510181719124,winter
New York,2010-01-10,-1.4327670806460544,winter
New York,2010-01-11,2.854433729471744,winter
New York,2010-01-12,-8.464347345758119,winter
New York,2010-01-13,1.0353149931749788,winter
New York,2010-01-14,7.916889088000297,winter
New York,2010-01-15,-0.16834970373899,winter
New York,2010-01-16,-3.1827804943147484,winter
New York,2010-01-17,3.077882074679334,winter
New York,2010-01-18,1.189077476337759,winter
New York,2010-01-19,4.9219682061422665,winter
New York,2010-01-20,5.493735736357117,winter
New York,2010-01-21,-14.19398065812172,winter
New York,2010-01-22,2.490692521445981,winter
New York,2010-01-23,6.685725043998287,winter
New York,2010-01-24,2.710813087387265,winter
New York,2010-01-25,2.905560078474,winter
New York,2010-01-26,0.5219428857027849,winter
New York,2010-01-27,-3.670711910558379,winter
New York,2010-01-28,0.0644410788207575,winter
New York,2010-01-29,6.3993263706742525,winter
New York,2010-01-30,-0.41738664912326257,winter
New York,2010-01-31,-4.822088957168708,winter
New York,2010-02-01,-1.8804136906465927,winter
New York,2010-02-02,1.9250485308471341,winter
New York,2010-02-03,3.323550070391066,winter
New York,2010-02-04,-0.527580711664404,winter
New York,2010-02-05,-4.079061760267038,winter
New York,2010-02-06,8.50104169228622,winter
New York,2010-02-07,4.360560616248811,winter
New York,2010-02-08,-4.381790723608219,winter
New York,2010-02-09,-0.29341383522606157,winter
New York,2010-02-10,-6.042661229081387,winter
New York,2010-02-11,-0.48693338462783353,winter
New York,2010-02-12,5.429000245862639,winter
New York,2010-02-13,-5.619423489208418,winter
New York,2010-02-14,-2.988590061231249,winter
New York,2010-02-15,3.32453351751584,winter
New York,2010-02-16,1.9353237522230937,winter
New York,2010-02-17,7.052725036040944,winter
New York,2010-02-18,6.290581187755483,winter
New York,2010-02-19,-4.342722188096806,winter
New York,2010-02-20,-2.7840036358970153,winter
New York,2010-02-21,-7.259438303069911,winter
New York,2010-02-22,-4.289682395194044,winter
New York,2010-02-23,-0.26500909845223725,winter
New York,2010-02-24,-9.700628004631684,winter
New York,2010-02-25,-4.7103724540405185,winter
New York,2010-02-26,2.806127229657615,winter
New York,2010-02-27,5.474636883766777,winter
New York,2010-02-28,-2.199119301995074,winter
New York,2010-03-01,14.634160152201957,spring
New York,2010-03-02,8.267087401354395,spring
New York,2010-03-03,11.815912036897615,spring
New York,2010-03-04,16.583879813545806,spring
New York,2010-03-05,15.351635002390074,spring
New York,2010-03-06,14.219681253158932,spring
New York,2010-03-07,19.07928990284882,spring
New York,2010-03-08,6.849140631897547,spring
New York,2010-03-09,13.510490961088083,spring
New York,2010-03-10,5.144214875455677,spring
New York,2010-03-11,14.98649944229086,spring
New York,2010-03-12,14.496721183127919,spring
New York,2010-03-13,11.639990004137731,spring
New York,2010-03-14,11.103759559118272,spring
New York,2010-03-15,8.484275182197116,spring
New York,2010-03-16,5.605842837258729,spring
New York,2010-03-17,9.60053448765826,spring
New York,2010-03-18,-1.0392550738759088,spring
New York,2010-03-19,19.17199151030018,spring
New York,2010-03-20,11.489765460810748,spring
New York,2010-03-21,13.68911174776785,spring
New York,2010-03-22,10.07010008284947,spring
New York,2010-03-23,11.41367099654245,spring
New York,2010-03-24,12.946082894645132,spring
New York,2010-03-25,12.667697318468464,spring
New York,2010-03-26,22.987307410442238,spring
New York,2010-03-27,8.26538764016152,spring
New York,2010-03-28,18.740702104966893,spring
New York,2010-03-29,9.137850945047395,spring
New York,2010-03-30,4.535172919175011,spring
New York,2010-03-31,12.786020956958351,spring
New York,2010-04-01,13.782748003127917,spring
New York,2010-04-02,5.375808973083787,spring
New York,2010-04-03,9.617290306271002,spring
New York,2010-04-04,11.928135132427267,spring
New York,2010-04-05,1.0299392662820461,spring
New York,2010-04-06,11.768268706764232,spring
New York,2010-04-07,6.431315239687495,spring
New York,2010-04-08,6.22060329069541,spring
New York,2010-04-09,5.934620935014333,spring
New York,2010-04-10,14.453870221085648,spring
New York,2010-04-11,5.13436976417272,spring
New York,2010-04-12,12.292637649016052,spring
New York,2010-04-13,9.558459865784764,spring
New York,2010-04-14,10.848533089108814,spring
New York,2010-04-15,6.2636823859465265,spring
New York,2010-04-16,8.393483201165594,spring
New York,2010-04-17,9.943261781328436,spring
New York,2010-04-18,11.369636611941559,spring
New York,2010-04-19,7.067496761653948,spring
New York,2010-04-20,18.586445023909633,spring
New York,2010-04-21,17.128205942274047,spring
New York,2010-04-22,12.959217953081252,spring
New York,2010-04-23,10.866313326218568,spring
New York,2010-04-24,5.440769970488112,spring
New York,2010-04-25,11.45834049760067,spring
New York,2010-04-26,7.836049158418435,spring
New York,2010-04-27,5.233813018907648,spring
New York,2010-04-28,9.961138945263725,spring
New York,2010-04-29,12.983631279955226,spring
New York,2010-04-30,3.978809026862691,spring
New York,2010-05-01,13.361405326379781,spring
New York,2010-05-02,11.896427027304249,spring
New York,2010-05-03,4.203624575748456,spring
New York,2010-05-04,17.65738201880777,spring
New York,2010-05-05,10.678223044852496,spring
New York,2010-05-06,2.4067785890312052,spring
New York,2010-05-07,10.501235271871693,spring
New York,2010-05-08,9.495995940661977,spring
New York,2010-05-09,7.04919802898001,spring
New York,2010-05-10,6.69795502303251,spring
New York,2010-05-11,9.834033000197111,spring
New York,2010-05-12,8.703370617429101,spring
New York,2010-05-13,3.5934395142152264,spring
New York,2010-05-14,1.8055219233985342,spring
New York,2010-05-15,16.684142368048505,spring
New York,2010-05-16,3.872660855356751,spring
New York,2010-05-17,10.93473102772762,spring
New York,2010-05-18,8.258679446584154,spring
New York,2010-05-19,14.027118546253844,spring
New York,2010-05-20,5.215172007918611,spring
New York,2010-05-21,14.779419063274768,spring
New York,2010-05-22,3.9273541901256372,spring
New York,2010-05-23,9.187251247272462,spring
New York,2010-05-24,2.7846566724782362,spring
New York,2010-05-25,12.524223977978616,spring
New York,2010-05-26,17.309521949175366,spring
New York,2010-05-27,10.027443977212757,spring
New York,2010-05-28,14.9909090132114,spring
New York,2010-05-29,11.679040713556155,spring
New York,2010-05-30,11.82728428712603,spring
New York,2010-05-31,7.606761390054265,spring
New York,2010-06-01,27.278350966999636,summer
New York,2010-06-02,29.65385082461402,summer
New York,2010-06-03,24.395091571651793,summer
New York,2010-06-04,36.56856628606803,summer
New York,2010-06-05,30.73804470720147,summer
New York,2010-06-06,23.454288503196814,summer
New York,2010-06-07,23.052264286809745,summer
New York,2010-06-08,31.04508881357004,summer
New York,2010-06-09,21.26152055331125,summer
New York,2010-06-10,29.214895611512187,summer
New York,2010-06-11,21.117995365376203,summer
New York,2010-06-12,24.718841091873124,summer
New York,2010-06-13,16.728309834519493,summer
New York,2010-06-14,34.18106312088514,summer
New York,2010-06-15,28.46164094890504,summer
New York,2010-06-16,18.835559820722523,summer
New York,2010-06-17,20.12460158163466,summer
New York,2010-06-18,27.971279605038006,summer
New York,2010-06-19,32.47184774029032,summer
